Oil Grade,"Temperature
Deg C","Viscosity
(Ns/m2)","Heat capacity
(kJ/kg*0c)","Conductivity
(W/m2*0c)","Density
(kg/m2)"
WATER,177,1.53E-04,4.393,0.6756,890.9
WATER,178,1.52E-04,4.396,0.6752,889.9
WATER,179,1.51E-04,4.4,0.6748,888.8
WATER,180,1.50E-04,4.404,0.6743,887.7
WATER,181,1.49E-04,4.408,0.6739,886.6
WATER,182,1.48E-04,4.411,0.6734,885.5
WATER,183,1.47E-04,4.415,0.673,884.4
WATER,184,1.46E-04,4.419,0.6725,883.3
WATER,185,1.46E-04,4.423,0.672,882.2
WATER,186,1.45E-04,4.427,0.6716,881.1
WATER,187,1.44E-04,4.431,0.6711,880
WATER,188,1.43E-04,4.435,0.6706,878.9
WATER,189,1.42E-04,4.439,0.6701,877.8
WATER,190,1.42E-04,4.443,0.6695,876.6
WATER,191,1.41E-04,4.447,0.669,875.5
WATER,192,1.40E-04,4.451,0.6685,874.4
WATER,193,1.39E-04,4.456,0.6679,873.2
WATER,194,1.39E-04,4.46,0.6674,872.1
WATER,195,1.38E-04,4.464,0.6668,870.9
WATER,196,1.37E-04,4.468,0.6662,869.8
WATER,197,1.37E-04,4.473,0.6656,868.6
WATER,198,1.36E-04,4.477,0.665,867.4
WATER,199,1.35E-04,4.482,0.6644,866.3
WATER,200,1.35E-04,4.486,0.6638,865.1
